home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_lost,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_con,status
Liechtenstein,0,8,Spain,0,-619.0,-73.0,-63.0,-30.0,-18.0,-15.0,-72.0,3
Mali,0,0,Morocco,0,-452.0,-81.0,-16.0,-2.0,-9.0,-5.0,-22.0,2
Moldova,0,2,Wales,0,-641.0,-279.0,-5.0,-1.0,-1.0,-3.0,-4.0,3
Paraguay,1,2,Uruguay,0,-476.0,-96.0,-29.0,-17.0,-10.0,-2.0,-36.0,3
Qatar,1,2,China PR,0,375.0,99.0,0.0,0.0,0.0,0.0,0.0,3
Saudi Arabia,1,0,Japan,0,-27.0,-13.0,-5.0,-2.0,0.0,-3.0,10.0,1
Turkey,1,0,Croatia,0,-143.0,15.0,-13.0,-6.0,-4.0,-3.0,-9.0,1
Uzbekistan,0,0,South Korea,0,-795.0,-130.0,-34.0,-6.0,-19.0,-9.0,-70.0,2
Argentina,0,0,Peru,0,640.0,41.0,63.0,38.0,13.0,12.0,60.0,2
Armenia,1,6,Poland,0,-755.0,-210.0,-34.0,-16.0,-13.0,-5.0,-45.0,3
Bolivia,0,0,Brazil,0,-717.0,-24.0,-103.0,-73.0,-13.0,-17.0,-85.0,2
Chile,2,1,Ecuador,0,-137.0,-32.0,23.0,7.0,10.0,6.0,38.0,1
England,1,0,Slovenia,0,906.0,144.0,63.0,28.0,15.0,20.0,54.0,1
Iran,2,0,Togo,0,402.0,34.0,12.0,2.0,6.0,4.0,18.0,1
Montenegro,0,1,Denmark,0,-782.0,-257.0,-20.0,-9.0,-6.0,-5.0,-26.0,3
Northern Ireland,1,3,Germany,0,-562.0,-3.0,-96.0,-64.0,-17.0,-15.0,-102.0,3
Qatar,3,1,Singapore,0,482.0,126.0,0.0,0.0,0.0,0.0,0.0,1
Syria,1,1,Australia,0,-427.0,-86.0,-16.0,-2.0,-10.0,-4.0,-31.0,2
Venezuela,0,0,Uruguay,0,-699.0,-170.0,-56.0,-24.0,-20.0,-12.0,-74.0,2
Austria,3,2,Serbia,0,-43.0,37.0,20.0,10.0,6.0,4.0,30.0,1
Croatia,1,1,Finland,0,93.0,-82.0,23.0,11.0,8.0,4.0,26.0,2
Georgia,0,1,Wales,0,-634.0,-284.0,-5.0,-1.0,-1.0,-3.0,-4.0,3
Japan,2,1,New Zealand,0,540.0,112.0,15.0,5.0,8.0,2.0,15.0,1
Mexico,3,1,Trinidad and Tobago,0,762.0,141.0,54.0,16.0,25.0,13.0,94.0,1
Spain,3,0,Albania,0,572.0,47.0,63.0,30.0,18.0,15.0,72.0,1
United States,4,0,Panama,0,557.0,155.0,30.0,8.0,16.0,6.0,51.0,1
Andorra,0,2,Portugal,0,-572.0,-126.0,-30.0,-14.0,-10.0,-6.0,-35.0,3
Belarus,1,3,Netherlands,0,-706.0,-165.0,-50.0,-27.0,-11.0,-12.0,-48.0,3
Bosnia and Herzegovina,3,4,Belgium,0,-672.0,-211.0,-45.0,-19.0,-17.0,-9.0,-68.0,3
Bulgaria,0,1,France,0,-593.0,-127.0,-40.0,-31.0,-4.0,-5.0,-24.0,3
Cameroon,2,0,Algeria,0,402.0,81.0,10.0,1.0,5.0,4.0,24.0,1
Cape Verde,0,2,Senegal,0,-530.0,-133.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Costa Rica,1,1,Honduras,0,440.0,109.0,9.0,5.0,2.0,2.0,14.0,2
Guinea,1,4,Tunisia,0,-478.0,-112.0,-15.0,-2.0,-9.0,-4.0,-25.0,3
Morocco,3,0,Gabon,0,481.0,92.0,16.0,2.0,9.0,5.0,22.0,1
Russia,4,2,South Korea,0,-638.0,-98.0,11.0,13.0,-3.0,1.0,-16.0,1
Saudi Arabia,5,2,Jamaica,0,481.0,87.0,13.0,2.0,9.0,2.0,30.0,1
Switzerland,5,2,Hungary,0,502.0,221.0,5.0,-3.0,3.0,5.0,7.0,1
Uganda,0,0,Ghana,0,-584.0,-144.0,-12.0,-4.0,-5.0,-3.0,-16.0,2
Denmark,1,1,Romania,0,614.0,194.0,-1.0,1.0,-2.0,0.0,-6.0,2
El Salvador,1,0,Canada,0,-258.0,-60.0,3.0,0.0,3.0,0.0,17.0,1
Germany,5,1,Azerbaijan,0,816.0,138.0,109.0,67.0,22.0,20.0,125.0,1
Lithuania,0,1,England,0,-921.0,-141.0,-69.0,-29.0,-19.0,-21.0,-64.0,3
Poland,4,2,Montenegro,0,786.0,241.0,34.0,16.0,13.0,5.0,45.0,1
Israel,0,1,Spain,0,-525.0,-35.0,-60.0,-30.0,-17.0,-13.0,-69.0,3
Serbia,1,0,Georgia,0,242.0,47.0,9.0,2.0,7.0,0.0,17.0,1
Ukraine,0,2,Croatia,0,-234.0,-24.0,-18.0,-9.0,-6.0,-3.0,-19.0,3
Wales,0,1,Republic of Ireland,0,415.0,205.0,-8.0,-1.0,-2.0,-5.0,-6.0,3
Australia,2,1,Syria,0,427.0,86.0,16.0,2.0,10.0,4.0,31.0,1
Belgium,4,0,Cyprus,0,658.0,179.0,48.0,20.0,19.0,9.0,72.0,1
Brazil,3,0,Chile,0,508.0,-64.0,76.0,62.0,3.0,11.0,56.0,1
Ecuador,1,3,Argentina,0,-393.0,48.0,-71.0,-39.0,-18.0,-14.0,-82.0,3
France,2,1,Belarus,0,745.0,193.0,66.0,34.0,19.0,13.0,77.0,1
Honduras,3,2,Mexico,0,-675.0,-127.0,-48.0,-16.0,-21.0,-11.0,-84.0,1
Japan,3,3,Haiti,0,585.0,148.0,18.0,5.0,8.0,5.0,15.0,2
South Korea,1,3,Morocco,0,310.0,45.0,18.0,4.0,10.0,4.0,48.0,3
Netherlands,2,0,Sweden,0,397.0,59.0,-1.0,8.0,-8.0,-1.0,-25.0,1
Panama,2,1,Costa Rica,0,-495.0,-118.0,-15.0,-5.0,-5.0,-5.0,-17.0,1
Portugal,2,0,Switzerland,0,-179.0,-167.0,-7.0,2.0,-7.0,-2.0,-29.0,1
Qatar,1,2,Curaçao,0,523.0,170.0,0.0,0.0,0.0,0.0,0.0,3
Russia,1,1,Iran,0,-275.0,-16.0,30.0,17.0,7.0,6.0,30.0,2
Saudi Arabia,0,3,Ghana,0,12.0,17.0,4.0,-1.0,6.0,-1.0,23.0,3
Trinidad and Tobago,2,1,United States,0,-589.0,-160.0,-30.0,-8.0,-17.0,-5.0,-58.0,1
Uruguay,4,2,Bolivia,0,670.0,156.0,50.0,24.0,15.0,11.0,54.0,1
Croatia,4,1,Greece,0,168.0,-16.0,13.0,9.0,2.0,2.0,6.0,1
Iran,2,1,Panama,0,369.0,12.0,12.0,2.0,6.0,4.0,13.0,1
Northern Ireland,0,1,Switzerland,0,-483.0,-156.0,-24.0,-9.0,-12.0,-3.0,-41.0,3
Scotland,0,1,Netherlands,0,-350.0,-50.0,-27.0,-23.0,1.0,-5.0,-7.0,3
Belgium,3,3,Mexico,0,-111.0,43.0,-9.0,4.0,-8.0,-5.0,-26.0,2
China PR,0,2,Serbia,0,-102.0,18.0,-9.0,-2.0,-7.0,0.0,-17.0,3
England,0,0,Germany,0,102.0,-2.0,-40.0,-38.0,-3.0,1.0,-61.0,2
France,2,0,Wales,0,122.0,-86.0,61.0,33.0,18.0,10.0,73.0,1
Honduras,0,0,Australia,0,-331.0,-53.0,-7.0,-2.0,-4.0,-1.0,-17.0,2
Japan,1,3,Brazil,0,-248.0,49.0,-88.0,-68.0,-7.0,-13.0,-76.0,3
South Korea,2,1,Colombia,0,596.0,71.0,12.0,-3.0,9.0,6.0,40.0,1
Poland,0,0,Uruguay,0,-47.0,-19.0,-22.0,-8.0,-7.0,-7.0,-29.0,2
Portugal,3,0,Saudi Arabia,0,-17.0,-9.0,14.0,11.0,-1.0,4.0,-4.0,1
South Africa,0,2,Senegal,0,-458.0,-111.0,1.0,-1.0,1.0,1.0,6.0,3
Denmark,0,0,Republic of Ireland,0,540.0,160.0,7.0,7.0,3.0,-3.0,16.0,2
Ivory Coast,0,2,Morocco,0,-405.0,-72.0,-7.0,1.0,-4.0,-4.0,-8.0,3
Qatar,0,1,Czech Republic,0,446.0,146.0,-3.0,-1.0,-2.0,0.0,-4.0,3
Russia,0,1,Argentina,0,-701.0,-115.0,-36.0,-24.0,-7.0,-5.0,-39.0,3
Spain,5,0,Costa Rica,0,36.0,-81.0,45.0,25.0,10.0,10.0,44.0,1
Tunisia,0,0,Libya,0,527.0,132.0,15.0,2.0,9.0,4.0,25.0,2
Zambia,2,2,Cameroon,0,-462.0,-90.0,-23.0,-4.0,-12.0,-7.0,-43.0,2
Ghana,1,1,Egypt,0,434.0,89.0,5.0,4.0,0.0,1.0,4.0,2
Greece,0,0,Croatia,0,-168.0,16.0,-13.0,-9.0,-2.0,-2.0,-6.0,2
Switzerland,0,0,Northern Ireland,0,483.0,156.0,24.0,9.0,12.0,3.0,41.0,2
Bulgaria,1,0,Saudi Arabia,0,-419.0,-75.0,10.0,0.0,4.0,6.0,14.0,1
Iran,1,0,Venezuela,0,342.0,-13.0,15.0,2.0,9.0,4.0,24.0,1
Poland,0,1,Mexico,0,-51.0,40.0,-23.0,0.0,-14.0,-9.0,-53.0,3
Argentina,2,4,Nigeria,0,758.0,124.0,60.0,37.0,11.0,12.0,63.0,3
Austria,2,1,Uruguay,0,-611.0,-158.0,-27.0,-12.0,-7.0,-8.0,-27.0,1
Belgium,1,0,Japan,0,94.0,67.0,27.0,15.0,8.0,4.0,43.0,1
England,0,0,Brazil,0,68.0,39.0,-40.0,-44.0,1.0,3.0,-41.0,2
Germany,2,2,France,0,67.0,-47.0,43.0,33.0,3.0,7.0,48.0,2
Hungary,1,0,Costa Rica,0,-337.0,-82.0,14.0,10.0,6.0,-2.0,29.0,1
Republic of Ireland,1,5,Denmark,0,-540.0,-160.0,-7.0,-7.0,-3.0,3.0,-16.0,3
South Korea,1,1,Serbia,0,574.0,94.0,25.0,4.0,12.0,9.0,53.0,2
Portugal,1,1,United States,0,-76.0,-65.0,-3.0,6.0,-9.0,0.0,-27.0,2
Qatar,1,1,Iceland,0,418.0,89.0,-3.0,0.0,-2.0,-1.0,-5.0,2
Romania,0,3,Netherlands,0,-572.0,-125.0,-29.0,-19.0,-3.0,-7.0,-16.0,3
Russia,3,3,Spain,0,-437.0,-41.0,-18.0,-11.0,-2.0,-5.0,-18.0,2
Senegal,2,1,South Africa,0,458.0,111.0,-1.0,1.0,-1.0,-1.0,-6.0,1
Wales,1,1,Panama,0,550.0,237.0,2.0,1.0,-2.0,3.0,-7.0,2
Australia,3,1,Honduras,0,331.0,53.0,7.0,2.0,4.0,1.0,17.0,1
Japan,1,0,North Korea,0,577.0,152.0,14.0,4.0,6.0,4.0,8.0,1
South Korea,2,2,China PR,0,676.0,76.0,34.0,6.0,19.0,9.0,70.0,2
Japan,2,1,China PR,0,469.0,94.0,21.0,5.0,11.0,5.0,29.0,1
North Korea,0,1,South Korea,0,-784.0,-134.0,-27.0,-5.0,-14.0,-8.0,-49.0,3
Qatar,1,2,Liechtenstein,0,519.0,153.0,0.0,0.0,0.0,0.0,0.0,3
Japan,1,4,South Korea,0,-207.0,18.0,-13.0,-1.0,-8.0,-4.0,-41.0,3
Kuwait,1,2,Saudi Arabia,0,-477.0,-110.0,-13.0,-3.0,-9.0,-1.0,-33.0,3
Qatar,4,0,Yemen,0,528.0,162.0,0.0,0.0,0.0,0.0,0.0,1
United Arab Emirates,0,0,Saudi Arabia,0,-480.0,-93.0,-13.0,-3.0,-8.0,-2.0,-28.0,2
Iraq,2,1,Qatar,0,-406.0,-124.0,3.0,0.0,3.0,0.0,4.0,1
Saudi Arabia,0,2,Oman,0,520.0,108.0,16.0,3.0,11.0,2.0,39.0,3
Qatar,1,1,Bahrain,0,444.0,139.0,0.0,0.0,0.0,0.0,0.0,2
Denmark,0,1,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,3
Morocco,4,0,Mauritania,0,510.0,95.0,16.0,2.0,9.0,5.0,22.0,1
Cameroon,0,1,Congo,0,482.0,98.0,23.0,4.0,12.0,7.0,43.0,3
Morocco,3,1,Guinea,0,430.0,69.0,16.0,2.0,9.0,5.0,22.0,1
Angola,1,0,Cameroon,0,-498.0,-108.0,-20.0,-4.0,-11.0,-5.0,-41.0,1
Morocco,0,0,Sudan,0,512.0,98.0,16.0,2.0,9.0,5.0,22.0,2
Burkina Faso,1,1,Cameroon,0,-478.0,-104.0,-23.0,-4.0,-12.0,-7.0,-43.0,2
Moldova,0,1,South Korea,0,-823.0,-136.0,-34.0,-6.0,-19.0,-9.0,-70.0,3
Morocco,2,0,Namibia,0,533.0,107.0,16.0,2.0,9.0,5.0,22.0,1
United States,0,0,Bosnia and Herzegovina,0,610.0,187.0,30.0,7.0,17.0,6.0,58.0,2
Jamaica,2,2,South Korea,0,-715.0,-82.0,-31.0,-5.0,-17.0,-9.0,-61.0,2
Mexico,1,0,Bosnia and Herzegovina,0,783.0,168.0,54.0,15.0,25.0,14.0,94.0,1
Morocco,3,1,Libya,0,479.0,89.0,16.0,2.0,9.0,5.0,22.0,1
Latvia,0,1,South Korea,0,-808.0,-124.0,-34.0,-6.0,-19.0,-9.0,-70.0,3
Morocco,4,0,Nigeria,0,385.0,62.0,-5.0,-4.0,-3.0,2.0,-8.0,1
Saudi Arabia,3,0,Moldova,0,589.0,141.0,16.0,3.0,11.0,2.0,39.0,1
Iraq,4,1,Saudi Arabia,0,-473.0,-106.0,-13.0,-3.0,-8.0,-2.0,-35.0,1
Iran,4,0,Sierra Leone,0,449.0,64.0,15.0,2.0,9.0,4.0,24.0,1
Iraq,2,3,Qatar,0,-406.0,-124.0,3.0,0.0,3.0,0.0,4.0,3
China PR,0,6,Wales,0,-494.0,-219.0,-5.0,-1.0,-1.0,-3.0,-4.0,3
Denmark,1,0,Panama,0,675.0,192.0,17.0,9.0,3.0,5.0,15.0,1
France,2,3,Colombia,0,536.0,128.0,44.0,25.0,9.0,10.0,47.0,3
Germany,1,1,Spain,0,208.0,67.0,46.0,37.0,4.0,5.0,53.0,2
Greece,0,1,Switzerland,0,-634.0,-254.0,-27.0,-10.0,-11.0,-6.0,-44.0,3
Italy,0,2,Argentina,0,-573.0,-113.0,2.0,2.0,-6.0,6.0,-16.0,3
Japan,1,1,Mali,0,555.0,144.0,21.0,5.0,11.0,5.0,29.0,2
Mexico,3,0,Iceland,0,717.0,108.0,54.0,16.0,25.0,13.0,93.0,1
Netherlands,0,1,England,0,-208.0,21.0,-19.0,-2.0,-8.0,-9.0,-16.0,3
Norway,4,1,Australia,0,-244.0,3.0,-8.0,0.0,-7.0,-1.0,-23.0,1
Peru,2,0,Croatia,0,-39.0,83.0,-5.0,-6.0,2.0,-1.0,7.0,1
Poland,0,1,Nigeria,0,642.0,189.0,13.0,10.0,1.0,2.0,15.0,3
Portugal,2,1,Egypt,0,429.0,97.0,23.0,14.0,5.0,4.0,23.0,1
Russia,0,3,Brazil,0,-679.0,-67.0,-64.0,-54.0,-2.0,-8.0,-51.0,3
Scotland,0,1,Costa Rica,0,-212.0,-45.0,5.0,-1.0,4.0,2.0,13.0,3
Senegal,1,1,Uzbekistan,0,499.0,118.0,8.0,3.0,2.0,3.0,10.0,2
Serbia,1,2,Morocco,0,-264.0,-49.0,-7.0,0.0,-2.0,-5.0,-5.0,3
Tunisia,1,0,Iran,0,101.0,80.0,0.0,0.0,0.0,0.0,1.0,1
Ukraine,1,1,Saudi Arabia,0,-538.0,-136.0,-11.0,-1.0,-9.0,-1.0,-32.0,2
Uruguay,2,0,Czech Republic,0,741.0,224.0,53.0,23.0,18.0,12.0,70.0,1
Canada,1,0,New Zealand,0,290.0,85.0,-3.0,0.0,0.0,-3.0,-9.0,1
Northern Ireland,2,1,South Korea,0,-555.0,7.0,-21.0,-3.0,-14.0,-4.0,-47.0,1
Qatar,2,2,Syria,0,472.0,141.0,0.0,0.0,0.0,0.0,0.0,2
Kuwait,1,3,Cameroon,0,-393.0,-66.0,-20.0,-4.0,-10.0,-6.0,-37.0,3
Portugal,0,3,Netherlands,0,-152.0,-33.0,-20.0,-13.0,-1.0,-6.0,-13.0,3
Wales,0,1,Uruguay,0,-176.0,42.0,-51.0,-23.0,-19.0,-9.0,-70.0,3
Algeria,1,2,Iran,0,-357.0,-38.0,-2.0,1.0,-2.0,-1.0,-5.0,3
Australia,0,0,Colombia,0,250.0,39.0,-6.0,-7.0,0.0,1.0,1.0,2
Belgium,4,0,Saudi Arabia,0,121.0,80.0,32.0,17.0,8.0,7.0,33.0,1
Bosnia and Herzegovina,0,0,Senegal,0,-489.0,-114.0,-5.0,-2.0,0.0,-3.0,-6.0,2
Denmark,0,0,Chile,0,410.0,65.0,-13.0,-2.0,-9.0,-2.0,-23.0,2
England,1,1,Italy,0,619.0,104.0,-14.0,-16.0,2.0,0.0,-13.0,2
Germany,0,1,Brazil,0,-34.0,41.0,0.0,-6.0,4.0,2.0,20.0,3
Mexico,0,1,Croatia,0,536.0,149.0,34.0,5.0,19.0,10.0,72.0,3
Morocco,2,0,Uzbekistan,0,485.0,85.0,16.0,2.0,9.0,5.0,22.0,1
Poland,3,2,South Korea,0,-53.0,82.0,0.0,10.0,-6.0,-4.0,-25.0,1
Russia,1,3,France,0,-578.0,-155.0,-21.0,-15.0,-3.0,-3.0,-23.0,3
Serbia,2,0,Nigeria,0,121.0,13.0,-12.0,-4.0,-5.0,-3.0,-13.0,1
Spain,6,1,Argentina,0,-264.0,-74.0,-18.0,-13.0,-5.0,0.0,-21.0,1
Switzerland,6,0,Panama,0,660.0,257.0,34.0,12.0,14.0,8.0,53.0,1
Tunisia,1,0,Costa Rica,0,-25.0,-26.0,-3.0,-3.0,1.0,-1.0,-3.0,1
Ukraine,2,1,Japan,0,-565.0,-149.0,-16.0,-3.0,-9.0,-4.0,-22.0,1
United States,1,0,Paraguay,0,307.0,56.0,6.0,1.0,9.0,-4.0,24.0,1
Algeria,0,2,Saudi Arabia,0,-486.0,-125.0,-3.0,0.0,-4.0,1.0,-20.0,3
Saudi Arabia,2,0,Greece,0,472.0,96.0,6.0,1.0,5.0,0.0,19.0,1
Iran,1,0,Uzbekistan,0,432.0,48.0,15.0,2.0,9.0,4.0,24.0,1
Cameroon,0,1,Burkina Faso,0,478.0,104.0,23.0,4.0,12.0,7.0,43.0,3
United States,3,0,Bolivia,0,501.0,116.0,27.0,8.0,14.0,5.0,42.0,1
Portugal,2,2,Tunisia,0,11.0,-2.0,15.0,12.0,1.0,2.0,10.0,2
Italy,2,1,Saudi Arabia,0,-276.0,-101.0,67.0,42.0,6.0,19.0,38.0,1
France,2,0,Republic of Ireland,0,537.0,119.0,53.0,32.0,16.0,5.0,67.0,1
Mexico,0,0,Wales,0,180.0,-101.0,52.0,15.0,26.0,11.0,94.0,2
Turkey,2,1,Iran,0,-318.0,-10.0,-5.0,3.0,-5.0,-3.0,-7.0,1
South Korea,2,0,Honduras,0,677.0,85.0,25.0,6.0,13.0,6.0,56.0,1
Argentina,4,0,Haiti,0,855.0,147.0,78.0,43.0,20.0,15.0,79.0,1
Japan,0,2,Ghana,0,39.0,30.0,9.0,1.0,6.0,2.0,13.0,3
Ukraine,0,0,Morocco,0,-462.0,-86.0,-11.0,0.0,-7.0,-4.0,-15.0,2
Luxembourg,0,0,Senegal,0,-413.0,-25.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Slovakia,1,1,Netherlands,0,-677.0,-150.0,-46.0,-26.0,-9.0,-11.0,-41.0,2
France,3,1,Italy,0,450.0,153.0,-17.0,-11.0,2.0,-8.0,0.0,1
Turkey,2,2,Tunisia,0,-419.0,-90.0,-5.0,3.0,-5.0,-3.0,-8.0,2
South Korea,1,3,Bosnia and Herzegovina,0,785.0,126.0,31.0,5.0,17.0,9.0,66.0,3
Czech Republic,0,4,Australia,0,-401.0,-91.0,-13.0,-1.0,-8.0,-4.0,-27.0,3
England,2,1,Nigeria,0,804.0,115.0,48.0,23.0,7.0,18.0,34.0,1
Mexico,1,0,Scotland,0,447.0,63.0,34.0,12.0,15.0,7.0,57.0,1
Sweden,0,0,Denmark,0,-439.0,-128.0,31.0,10.0,13.0,8.0,47.0,2
Republic of Ireland,2,1,United States,0,-422.0,-123.0,-20.0,-6.0,-16.0,2.0,-52.0,1
Belgium,0,0,Portugal,0,138.0,89.0,18.0,6.0,9.0,3.0,37.0,2
Austria,2,1,Germany,0,-624.0,-67.0,-80.0,-55.0,-9.0,-16.0,-78.0,1
Saudi Arabia,0,3,Peru,0,343.0,29.0,-2.0,-2.0,1.0,-1.0,6.0,3
Spain,1,1,Switzerland,0,-129.0,-220.0,26.0,18.0,1.0,7.0,8.0,2
Croatia,0,2,Brazil,0,-579.0,-76.0,-86.0,-62.0,-10.0,-14.0,-79.0,3
Costa Rica,3,0,Northern Ireland,0,318.0,17.0,5.0,2.0,3.0,0.0,5.0,1
Italy,1,1,Netherlands,0,-411.0,-125.0,33.0,18.0,6.0,9.0,29.0,2
Serbia,0,1,Chile,0,-107.0,-127.0,-24.0,-9.0,-8.0,-7.0,-32.0,3
Slovakia,1,2,Morocco,0,-466.0,-76.0,-12.0,-1.0,-7.0,-4.0,-15.0,3
Belgium,3,0,Egypt,0,567.0,186.0,41.0,20.0,14.0,7.0,60.0,1
England,2,0,Costa Rica,0,346.0,-16.0,51.0,24.0,11.0,16.0,36.0,1
Uruguay,3,0,Uzbekistan,0,789.0,231.0,56.0,24.0,20.0,12.0,74.0,1
Portugal,3,0,Algeria,0,469.0,116.0,17.0,11.0,3.0,3.0,16.0,1
South Korea,0,0,Bolivia,0,676.0,55.0,28.0,6.0,14.0,8.0,50.0,2
Iceland,2,2,Ghana,0,-473.0,-54.0,-9.0,-4.0,-3.0,-2.0,-11.0,2
Germany,2,1,Saudi Arabia,0,241.0,5.0,93.0,64.0,11.0,18.0,86.0,1
Croatia,2,1,Senegal,0,-242.0,-95.0,15.0,8.0,6.0,1.0,16.0,1
Switzerland,2,0,Japan,0,135.0,145.0,16.0,7.0,6.0,3.0,35.0,1
Lithuania,0,1,Iran,0,-449.0,-51.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Poland,2,2,Chile,0,414.0,49.0,1.0,5.0,-2.0,-2.0,-4.0,2
Serbia,5,1,Bolivia,0,102.0,-39.0,3.0,2.0,2.0,-1.0,-3.0,1
Denmark,2,0,Mexico,0,-55.0,56.0,-37.0,-7.0,-21.0,-9.0,-72.0,1
Hungary,1,2,Australia,0,-228.0,-26.0,16.0,13.0,4.0,-1.0,26.0,3
Estonia,1,3,Morocco,0,-476.0,-65.0,-16.0,-2.0,-9.0,-5.0,-22.0,3
Tunisia,0,1,Spain,0,-61.0,55.0,-48.0,-28.0,-9.0,-11.0,-47.0,3
France,1,1,United States,0,115.0,-4.0,33.0,26.0,0.0,7.0,15.0,2
Austria,0,3,Brazil,0,-658.0,-26.0,-80.0,-61.0,-5.0,-14.0,-58.0,3
South Korea,0,2,Senegal,0,296.0,12.0,26.0,3.0,17.0,6.0,60.0,3
Belgium,4,1,Costa Rica,0,124.0,61.0,30.0,15.0,11.0,4.0,44.0,1
Japan,4,2,Paraguay,0,275.0,13.0,-6.0,-2.0,1.0,-5.0,-9.0,1
Poland,4,0,Lithuania,0,759.0,215.0,34.0,16.0,13.0,5.0,45.0,1
Slovakia,3,0,Denmark,0,-719.0,-219.0,-16.0,-8.0,-4.0,-4.0,-19.0,1
Germany,0,0,France,0,67.0,-47.0,43.0,33.0,3.0,7.0,48.0,2
Wales,4,1,Republic of Ireland,0,415.0,205.0,-8.0,-1.0,-2.0,-5.0,-6.0,1
Netherlands,2,1,Peru,0,478.0,53.0,32.0,22.0,1.0,9.0,15.0,1
Portugal,1,1,Croatia,0,287.0,103.0,7.0,3.0,2.0,2.0,9.0,2
Italy,1,1,Poland,0,-457.0,-178.0,49.0,29.0,4.0,16.0,32.0,2
Lithuania,0,1,Serbia,0,-238.0,-39.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Argentina,3,0,Guatemala,0,782.0,111.0,81.0,43.0,23.0,15.0,93.0,1
Ecuador,2,0,Jamaica,0,385.0,147.0,7.0,3.0,3.0,1.0,2.0,1
South Korea,2,0,Costa Rica,0,237.0,-24.0,16.0,1.0,11.0,4.0,42.0,1
Mexico,1,4,Uruguay,0,4.0,-59.0,1.0,-8.0,7.0,2.0,24.0,3
Qatar,1,0,China PR,0,375.0,99.0,0.0,0.0,0.0,0.0,0.0,1
Scotland,0,4,Belgium,0,-336.0,-106.0,-25.0,-16.0,-7.0,-2.0,-31.0,3
United States,0,2,Brazil,0,-216.0,92.0,-76.0,-65.0,1.0,-12.0,-43.0,3
Switzerland,6,0,Iceland,0,647.0,229.0,34.0,12.0,15.0,7.0,59.0,1
England,1,2,Spain,0,310.0,65.0,6.0,-1.0,1.0,6.0,-8.0,3
Comoros,1,1,Cameroon,0,-540.0,-129.0,-23.0,-4.0,-12.0,-7.0,-43.0,2
France,2,1,Netherlands,0,39.0,28.0,16.0,7.0,8.0,1.0,29.0,1
Denmark,2,0,Wales,0,125.0,-45.0,15.0,8.0,5.0,2.0,22.0,1
Germany,2,1,Peru,0,584.0,34.0,91.0,62.0,12.0,17.0,92.0,1
United States Virgin Islands,0,8,Canada,0,-408.0,-163.0,-3.0,0.0,-3.0,0.0,-5.0,3
Portugal,1,0,Italy,0,259.0,92.0,-53.0,-31.0,-7.0,-15.0,-42.0,1
Serbia,2,2,Romania,0,97.0,2.0,-12.0,-6.0,-1.0,-5.0,-15.0,2
Saudi Arabia,2,2,Bolivia,0,442.0,60.0,10.0,3.0,6.0,1.0,19.0,2
Iceland,0,3,Belgium,0,-606.0,-151.0,-45.0,-20.0,-17.0,-8.0,-67.0,3
Spain,6,0,Croatia,0,337.0,50.0,40.0,19.0,10.0,11.0,46.0,1
Colombia,0,0,Argentina,0,-659.0,-88.0,-59.0,-34.0,-13.0,-12.0,-63.0,2
Ecuador,2,0,Guatemala,0,389.0,159.0,10.0,4.0,5.0,1.0,11.0,1
England,1,0,Switzerland,0,181.0,-155.0,32.0,17.0,2.0,13.0,0.0,1
Japan,3,0,Costa Rica,0,30.0,-6.0,3.0,0.0,3.0,0.0,1.0,1
South Korea,0,0,Chile,0,467.0,-33.0,1.0,-5.0,4.0,2.0,21.0,2
Poland,1,1,Republic of Ireland,0,544.0,144.0,21.0,14.0,10.0,-3.0,35.0,2
Qatar,3,0,Palestine,0,534.0,176.0,0.0,0.0,0.0,0.0,0.0,1
United States,1,0,Mexico,0,-173.0,19.0,-24.0,-8.0,-8.0,-8.0,-36.0,1
Uzbekistan,0,1,Iran,0,-432.0,-48.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Brazil,5,0,El Salvador,0,756.0,38.0,103.0,73.0,12.0,18.0,83.0,1
Poland,2,3,Portugal,0,198.0,86.0,4.0,2.0,3.0,-1.0,10.0,3
Montenegro,0,2,Serbia,0,-265.0,-65.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Argentina,4,0,Iraq,0,770.0,118.0,78.0,43.0,20.0,15.0,89.0,1
France,2,2,Iceland,0,659.0,123.0,63.0,34.0,17.0,12.0,72.0,2
Mexico,3,2,Costa Rica,0,235.0,18.0,39.0,11.0,19.0,9.0,70.0,1
United States,2,4,Colombia,0,421.0,132.0,11.0,-1.0,9.0,3.0,32.0,3
Wales,1,4,Spain,0,19.0,200.0,-58.0,-29.0,-17.0,-12.0,-68.0,3
Belgium,2,1,Switzerland,0,-41.0,-78.0,11.0,8.0,2.0,1.0,8.0,1
Croatia,0,0,England,0,-647.0,-115.0,-46.0,-18.0,-11.0,-17.0,-38.0,2
Japan,3,0,Panama,0,525.0,112.0,18.0,5.0,8.0,5.0,18.0,1
