home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_lost,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_con,status
Brazil,3,0,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,1
Iran,8,1,Papua New Guinea,0,501.0,89.0,15.0,2.0,9.0,4.0,24.0,1
Qatar,2,1,Russia,0,337.0,121.0,-45.0,-19.0,-16.0,-10.0,-54.0,1
Uruguay,2,1,Ecuador,0,324.0,36.0,46.0,20.0,15.0,11.0,63.0,1
Denmark,4,1,Kazakhstan,0,766.0,235.0,20.0,9.0,6.0,5.0,26.0,1
England,3,0,Scotland,0,558.0,29.0,46.0,25.0,7.0,14.0,23.0,1
France,2,1,Sweden,0,436.0,87.0,15.0,15.0,0.0,0.0,4.0,1
Japan,4,0,Oman,0,547.0,121.0,21.0,5.0,11.0,5.0,29.0,1
South Korea,2,0,Canada,0,457.0,9.0,31.0,6.0,16.0,9.0,65.0,1
Libya,0,1,Tunisia,0,-527.0,-132.0,-15.0,-2.0,-9.0,-4.0,-25.0,3
Romania,0,3,Poland,0,-618.0,-178.0,-13.0,-8.0,-5.0,0.0,-13.0,3
San Marino,0,8,Germany,0,-820.0,-130.0,-109.0,-67.0,-22.0,-20.0,-125.0,3
Trinidad and Tobago,0,2,Costa Rica,0,-527.0,-123.0,-15.0,-5.0,-6.0,-4.0,-24.0,3
United States,1,2,Mexico,0,-173.0,19.0,-24.0,-8.0,-8.0,-8.0,-36.0,3
Cameroon,1,1,Zambia,0,462.0,90.0,23.0,4.0,12.0,7.0,43.0,2
Croatia,2,0,Iceland,0,181.0,-41.0,20.0,11.0,6.0,3.0,21.0,1
Morocco,0,0,Ivory Coast,0,405.0,72.0,7.0,-1.0,4.0,4.0,8.0,2
Spain,4,0,North Macedonia,0,599.0,75.0,63.0,30.0,18.0,15.0,72.0,1
Wales,1,1,Serbia,0,392.0,237.0,-4.0,-1.0,-6.0,3.0,-13.0,2
Belgium,8,1,Estonia,0,673.0,195.0,48.0,20.0,19.0,9.0,72.0,1
Egypt,2,0,Ghana,0,-434.0,-89.0,-5.0,-4.0,0.0,-1.0,-4.0,1
Luxembourg,1,3,Netherlands,0,-610.0,-66.0,-50.0,-27.0,-11.0,-12.0,-48.0,3
Portugal,4,1,Latvia,0,557.0,120.0,30.0,14.0,10.0,6.0,35.0,1
Switzerland,2,0,Faroe Islands,0,747.0,290.0,37.0,12.0,17.0,8.0,64.0,1
Poland,1,1,Slovenia,0,744.0,218.0,28.0,15.0,9.0,4.0,35.0,2
Argentina,3,0,Colombia,0,659.0,88.0,59.0,34.0,13.0,12.0,63.0,1
Chile,3,1,Uruguay,0,-461.0,-68.0,-23.0,-13.0,-5.0,-5.0,-25.0,1
China PR,0,0,Qatar,0,-375.0,-99.0,0.0,0.0,0.0,0.0,0.0,2
Costa Rica,4,0,United States,0,-62.0,-37.0,-15.0,-3.0,-11.0,-1.0,-34.0,1
Czech Republic,1,1,Denmark,0,-690.0,-221.0,-17.0,-8.0,-4.0,-5.0,-22.0,2
Ecuador,3,0,Venezuela,0,375.0,134.0,10.0,4.0,5.0,1.0,11.0,1
England,2,2,Spain,0,310.0,65.0,6.0,-1.0,1.0,6.0,-8.0,2
France,0,0,Ivory Coast,0,655.0,174.0,57.0,31.0,14.0,12.0,63.0,2
Italy,0,0,Germany,0,-517.0,-106.0,-26.0,-22.0,-5.0,1.0,-48.0,2
Japan,2,1,Saudi Arabia,0,27.0,13.0,5.0,2.0,0.0,3.0,-10.0,1
South Korea,2,1,Uzbekistan,0,795.0,130.0,34.0,6.0,19.0,9.0,70.0,1
Morocco,2,1,Togo,0,455.0,71.0,13.0,2.0,6.0,5.0,16.0,1
Northern Ireland,0,3,Croatia,0,-17.0,114.0,-10.0,-8.0,-3.0,1.0,-3.0,3
Panama,0,0,Mexico,0,-730.0,-136.0,-54.0,-16.0,-24.0,-14.0,-87.0,2
Peru,0,2,Brazil,0,-618.0,7.0,-91.0,-68.0,-8.0,-15.0,-72.0,3
Syria,0,0,Iran,0,-410.0,-36.0,-15.0,-2.0,-9.0,-4.0,-24.0,2
Thailand,2,2,Australia,0,-402.0,-59.0,-16.0,-2.0,-10.0,-4.0,-31.0,2
Tunisia,0,0,Mauritania,0,558.0,138.0,15.0,2.0,9.0,4.0,25.0,2
Ukraine,2,0,Serbia,0,-198.0,-37.0,-4.0,0.0,-5.0,1.0,-10.0,1
Catalonia,3,3,Tunisia,0,-587.0,-163.0,-15.0,-2.0,-9.0,-4.0,-25.0,2
Basque Country,3,1,Tunisia,0,-586.0,-166.0,-15.0,-2.0,-9.0,-4.0,-25.0,1
Tunisia,2,0,Uganda,0,568.0,154.0,15.0,2.0,9.0,4.0,25.0,1
Cameroon,2,0,DR Congo,0,448.0,85.0,20.0,4.0,9.0,7.0,29.0,1
Egypt,1,0,Tunisia,0,-418.0,-99.0,-8.0,-2.0,-4.0,-2.0,-13.0,1
Libya,1,2,Senegal,0,-493.0,-122.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Morocco,0,1,Finland,0,321.0,-20.0,16.0,2.0,9.0,5.0,22.0,3
Cameroon,1,1,Zimbabwe,0,506.0,109.0,23.0,4.0,12.0,7.0,43.0,2
Chile,1,1,Croatia,0,71.0,140.0,10.0,0.0,7.0,3.0,23.0,2
Congo,0,2,Senegal,0,-504.0,-125.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Burkina Faso,1,1,Cameroon,0,-478.0,-104.0,-23.0,-4.0,-12.0,-7.0,-43.0,2
Cambodia,2,7,Saudi Arabia,0,-615.0,-163.0,-16.0,-3.0,-11.0,-2.0,-39.0,3
China PR,1,1,Croatia,0,-138.0,31.0,-23.0,-11.0,-8.0,-4.0,-26.0,2
Belize,0,3,Costa Rica,0,-617.0,-185.0,-18.0,-5.0,-8.0,-5.0,-28.0,3
Tunisia,0,2,Senegal,0,34.0,10.0,7.0,-1.0,7.0,1.0,15.0,3
DR Congo,1,0,Morocco,0,-456.0,-79.0,-13.0,-2.0,-6.0,-5.0,-8.0,1
Ghana,1,0,Uganda,0,584.0,144.0,12.0,4.0,5.0,3.0,16.0,1
Qatar,1,1,Moldova,0,522.0,159.0,0.0,0.0,0.0,0.0,0.0,2
Cameroon,2,1,Guinea-Bissau,0,526.0,117.0,23.0,4.0,12.0,7.0,43.0,1
Algeria,1,2,Tunisia,0,-458.0,-118.0,-2.0,1.0,-2.0,-1.0,-6.0,3
Senegal,2,0,Zimbabwe,0,528.0,136.0,8.0,3.0,2.0,3.0,10.0,1
Morocco,3,1,Togo,0,455.0,71.0,13.0,2.0,6.0,5.0,16.0,1
Ghana,1,0,Mali,0,516.0,114.0,12.0,4.0,5.0,3.0,16.0,1
Bermuda,2,4,Canada,0,-382.0,-144.0,-3.0,0.0,-3.0,0.0,-5.0,3
Gabon,0,0,Cameroon,0,-473.0,-98.0,-23.0,-4.0,-12.0,-7.0,-43.0,2
Panama,1,0,Costa Rica,0,-495.0,-118.0,-15.0,-5.0,-5.0,-5.0,-17.0,1
Senegal,2,2,Algeria,0,424.0,108.0,-5.0,0.0,-5.0,0.0,-9.0,2
Zimbabwe,2,4,Tunisia,0,-562.0,-146.0,-15.0,-2.0,-9.0,-4.0,-25.0,3
Morocco,1,0,Ivory Coast,0,405.0,72.0,7.0,-1.0,4.0,4.0,8.0,1
Egypt,1,0,Ghana,0,-434.0,-89.0,-5.0,-4.0,0.0,-1.0,-4.0,1
Brazil,1,0,Colombia,0,637.0,40.0,87.0,64.0,8.0,15.0,75.0,1
Burkina Faso,2,0,Tunisia,0,-534.0,-141.0,-15.0,-2.0,-9.0,-4.0,-25.0,1
Senegal,0,0,Cameroon,0,22.0,27.0,-15.0,-1.0,-10.0,-4.0,-33.0,2
DR Congo,1,2,Ghana,0,-520.0,-112.0,-9.0,-4.0,-2.0,-3.0,-2.0,3
Egypt,1,0,Morocco,0,-370.0,-56.0,-9.0,-2.0,-4.0,-3.0,-10.0,1
United States,0,0,Serbia,0,399.0,155.0,24.0,6.0,12.0,6.0,45.0,2
Cameroon,2,0,Ghana,0,-72.0,-27.0,11.0,0.0,7.0,4.0,27.0,1
Burkina Faso,1,0,Ghana,0,-550.0,-131.0,-12.0,-4.0,-5.0,-3.0,-16.0,1
Egypt,1,2,Cameroon,0,-362.0,-62.0,-16.0,-4.0,-7.0,-5.0,-31.0,3
Mexico,1,0,Iceland,0,717.0,108.0,54.0,16.0,25.0,13.0,93.0,1
Ecuador,3,1,Honduras,0,347.0,150.0,1.0,4.0,-1.0,-2.0,-3.0,1
Qatar,1,2,Azerbaijan,0,508.0,151.0,0.0,0.0,0.0,0.0,0.0,3
Iran,0,1,Iraq,0,344.0,19.0,12.0,2.0,6.0,4.0,20.0,3
Germany,1,0,England,0,-102.0,2.0,40.0,38.0,3.0,-1.0,61.0,1
Scotland,1,1,Canada,0,8.0,-12.0,20.0,4.0,9.0,7.0,36.0,2
Argentina,1,0,Chile,0,530.0,-16.0,48.0,32.0,8.0,8.0,44.0,1
China PR,1,0,South Korea,0,-676.0,-76.0,-34.0,-6.0,-19.0,-9.0,-70.0,1
Iraq,1,1,Australia,0,-361.0,-69.0,-13.0,-2.0,-7.0,-4.0,-27.0,2
Nigeria,1,1,Senegal,0,-399.0,-95.0,13.0,3.0,10.0,0.0,20.0,2
Paraguay,2,1,Ecuador,0,-152.0,-60.0,17.0,3.0,5.0,9.0,27.0,1
Qatar,0,1,Iran,0,62.0,105.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Thailand,0,3,Saudi Arabia,0,-514.0,-96.0,-16.0,-3.0,-11.0,-2.0,-39.0,3
United Arab Emirates,0,2,Japan,0,-507.0,-106.0,-18.0,-5.0,-8.0,-5.0,-18.0,3
Uruguay,1,4,Brazil,0,-47.0,132.0,-53.0,-49.0,2.0,-6.0,-31.0,3
Croatia,1,0,Ukraine,0,234.0,24.0,18.0,9.0,6.0,3.0,19.0,1
Georgia,1,2,Serbia,0,-242.0,-47.0,-9.0,-2.0,-7.0,0.0,-17.0,3
Republic of Ireland,0,0,Wales,0,-415.0,-205.0,8.0,1.0,2.0,5.0,6.0,2
Mexico,2,0,Costa Rica,0,235.0,18.0,39.0,11.0,19.0,9.0,70.0,1
Morocco,2,0,Burkina Faso,0,486.0,98.0,16.0,2.0,9.0,5.0,22.0,1
Spain,4,1,Israel,0,525.0,35.0,60.0,30.0,17.0,13.0,69.0,1
Tunisia,0,1,Cameroon,0,56.0,37.0,-8.0,-2.0,-3.0,-3.0,-18.0,3
United States,6,0,Honduras,0,502.0,146.0,24.0,8.0,13.0,3.0,48.0,1
Belgium,1,1,Greece,0,593.0,176.0,38.0,18.0,13.0,7.0,52.0,2
Bulgaria,2,0,Netherlands,0,-554.0,-99.0,-24.0,-24.0,4.0,-4.0,5.0,1
Luxembourg,1,3,France,0,-649.0,-94.0,-66.0,-34.0,-19.0,-13.0,-77.0,3
Portugal,3,0,Hungary,0,323.0,54.0,-2.0,-1.0,-4.0,3.0,-22.0,1
Switzerland,1,0,Latvia,0,736.0,287.0,37.0,12.0,17.0,8.0,64.0,1
Azerbaijan,1,4,Germany,0,-816.0,-138.0,-109.0,-67.0,-22.0,-20.0,-125.0,3
England,2,0,Lithuania,0,921.0,141.0,69.0,29.0,19.0,21.0,64.0,1
Montenegro,1,2,Poland,0,-786.0,-241.0,-34.0,-16.0,-13.0,-5.0,-45.0,3
Romania,0,0,Denmark,0,-614.0,-194.0,1.0,-1.0,2.0,0.0,6.0,2
Ivory Coast,1,1,Senegal,0,-419.0,-105.0,1.0,0.0,3.0,-2.0,4.0,2
Australia,2,0,United Arab Emirates,0,368.0,56.0,13.0,2.0,7.0,4.0,20.0,1
Bolivia,2,0,Argentina,0,-739.0,-72.0,-75.0,-43.0,-18.0,-14.0,-73.0,1
Brazil,3,0,Paraguay,0,523.0,-36.0,82.0,66.0,8.0,8.0,67.0,1
Cameroon,1,2,Guinea,0,422.0,75.0,23.0,4.0,12.0,7.0,43.0,3
Ecuador,0,2,Colombia,0,266.0,136.0,-12.0,-5.0,-5.0,-2.0,-19.0,3
Estonia,3,0,Croatia,0,-248.0,-3.0,-23.0,-11.0,-8.0,-4.0,-26.0,1
France,0,2,Spain,0,141.0,114.0,3.0,4.0,1.0,-2.0,5.0,3
Honduras,1,1,Costa Rica,0,-440.0,-109.0,-9.0,-5.0,-2.0,-2.0,-14.0,2
Iran,1,0,China PR,0,313.0,-6.0,15.0,2.0,9.0,4.0,24.0,1
Japan,4,0,Thailand,0,541.0,109.0,21.0,5.0,11.0,5.0,29.0,1
South Korea,1,0,Syria,0,773.0,118.0,34.0,6.0,19.0,9.0,70.0,1
Morocco,1,0,Tunisia,0,-48.0,-43.0,1.0,0.0,0.0,1.0,-3.0,1
Netherlands,1,2,Italy,0,411.0,125.0,-33.0,-18.0,-6.0,-9.0,-29.0,3
Panama,1,1,United States,0,-557.0,-155.0,-30.0,-8.0,-16.0,-6.0,-51.0,2
Peru,2,1,Uruguay,0,-571.0,-125.0,-38.0,-19.0,-10.0,-9.0,-41.0,1
Portugal,2,3,Sweden,0,245.0,26.0,-21.0,-5.0,-9.0,-7.0,-38.0,3
Russia,3,3,Belgium,0,-525.0,-183.0,-3.0,-1.0,-3.0,1.0,-18.0,2
Saudi Arabia,1,0,Iraq,0,473.0,106.0,13.0,3.0,8.0,2.0,35.0,1
Trinidad and Tobago,0,1,Mexico,0,-762.0,-141.0,-54.0,-16.0,-25.0,-13.0,-94.0,3
Uzbekistan,1,0,Qatar,0,-494.0,-153.0,0.0,0.0,0.0,0.0,0.0,1
Senegal,2,0,Mauritania,0,524.0,128.0,8.0,3.0,2.0,3.0,10.0,1
Ghana,1,1,Benin,0,573.0,128.0,12.0,4.0,5.0,3.0,16.0,2
Mexico,1,2,Croatia,0,536.0,149.0,34.0,5.0,19.0,10.0,72.0,3
Morocco,1,2,Netherlands,0,-211.0,-74.0,-34.0,-25.0,-2.0,-7.0,-26.0,3
Mexico,3,1,Republic of Ireland,0,595.0,104.0,44.0,14.0,24.0,6.0,88.0,1
Switzerland,1,0,Belarus,0,733.0,299.0,37.0,12.0,17.0,8.0,64.0,1
France,5,0,Paraguay,0,422.0,52.0,39.0,27.0,9.0,3.0,39.0,1
Portugal,4,0,Cyprus,0,520.0,90.0,30.0,14.0,10.0,6.0,35.0,1
United States,1,1,Venezuela,0,530.0,130.0,33.0,8.0,19.0,6.0,62.0,2
Republic of Ireland,3,1,Uruguay,0,-591.0,-163.0,-43.0,-22.0,-17.0,-4.0,-64.0,1
Montenegro,1,2,Iran,0,-476.0,-77.0,-15.0,-2.0,-9.0,-4.0,-24.0,3
Netherlands,5,0,Ivory Coast,0,616.0,146.0,41.0,24.0,6.0,11.0,34.0,1
Belgium,2,1,Czech Republic,0,634.0,208.0,45.0,19.0,17.0,9.0,68.0,1
Senegal,0,0,Uganda,0,534.0,144.0,8.0,3.0,2.0,3.0,10.0,2
Denmark,1,1,Germany,0,-64.0,88.0,-89.0,-58.0,-16.0,-15.0,-99.0,2
Qatar,2,2,North Korea,0,483.0,157.0,-7.0,-1.0,-5.0,-1.0,-21.0,2
Iraq,0,0,South Korea,0,-707.0,-101.0,-31.0,-6.0,-16.0,-9.0,-66.0,2
Italy,3,0,Uruguay,0,-504.0,-197.0,27.0,21.0,-3.0,9.0,3.0,1
Japan,1,1,Syria,0,566.0,136.0,21.0,5.0,11.0,5.0,29.0,2
Spain,2,2,Colombia,0,395.0,14.0,41.0,21.0,8.0,12.0,42.0,2
Australia,3,2,Saudi Arabia,0,-112.0,-37.0,0.0,-1.0,-1.0,2.0,-8.0,1
Costa Rica,0,0,Panama,0,495.0,118.0,15.0,5.0,5.0,5.0,17.0,2
Ecuador,1,1,Venezuela,0,375.0,134.0,10.0,4.0,5.0,1.0,11.0,2
Mexico,3,0,Honduras,0,675.0,127.0,48.0,16.0,21.0,11.0,84.0,1
United States,2,0,Trinidad and Tobago,0,589.0,160.0,30.0,8.0,17.0,5.0,58.0,1
Argentina,1,0,Brazil,0,22.0,48.0,-28.0,-30.0,5.0,-3.0,-12.0,1
Estonia,0,2,Belgium,0,-673.0,-195.0,-48.0,-20.0,-19.0,-9.0,-72.0,3
Faroe Islands,0,2,Switzerland,0,-747.0,-290.0,-37.0,-12.0,-17.0,-8.0,-64.0,3
Latvia,0,3,Portugal,0,-557.0,-120.0,-30.0,-14.0,-10.0,-6.0,-35.0,3
Netherlands,5,0,Luxembourg,0,610.0,66.0,50.0,27.0,11.0,12.0,48.0,1
Sweden,2,1,France,0,-436.0,-87.0,-15.0,-15.0,0.0,0.0,-4.0,1
Cameroon,1,0,Morocco,0,-8.0,6.0,7.0,2.0,3.0,2.0,21.0,1
Germany,7,0,San Marino,0,820.0,130.0,109.0,67.0,22.0,20.0,125.0,1
Kazakhstan,1,3,Denmark,0,-766.0,-235.0,-20.0,-9.0,-6.0,-5.0,-26.0,3
Poland,3,1,Romania,0,618.0,178.0,13.0,8.0,5.0,0.0,13.0,1
Scotland,2,2,England,0,-558.0,-29.0,-46.0,-25.0,-7.0,-14.0,-23.0,2
Senegal,3,0,Equatorial Guinea,0,542.0,141.0,8.0,3.0,2.0,3.0,10.0,1
Ghana,5,0,Ethiopia,0,592.0,141.0,12.0,4.0,5.0,3.0,16.0,1
Iceland,1,0,Croatia,0,-181.0,41.0,-20.0,-11.0,-6.0,-3.0,-21.0,1
North Macedonia,1,2,Spain,0,-599.0,-75.0,-63.0,-30.0,-18.0,-15.0,-72.0,3
Mexico,1,1,United States,0,173.0,-19.0,24.0,8.0,8.0,8.0,36.0,2
Serbia,1,1,Wales,0,-392.0,-237.0,4.0,1.0,6.0,-3.0,13.0,2
Iran,2,0,Uzbekistan,0,432.0,48.0,15.0,2.0,9.0,4.0,24.0,1
Australia,0,4,Brazil,0,-387.0,-1.0,-93.0,-71.0,-8.0,-14.0,-74.0,3
Cameroon,0,4,Colombia,0,278.0,32.0,1.0,-5.0,2.0,4.0,13.0,3
Canada,2,1,Curaçao,0,367.0,138.0,3.0,0.0,3.0,0.0,5.0,1
Costa Rica,2,1,Trinidad and Tobago,0,527.0,123.0,15.0,5.0,6.0,4.0,24.0,1
El Salvador,0,3,Ecuador,0,-385.0,-134.0,-4.0,-4.0,1.0,-1.0,11.0,3
France,3,2,England,0,-169.0,49.0,-3.0,5.0,0.0,-8.0,13.0,1
Iraq,1,1,Japan,0,-500.0,-119.0,-18.0,-5.0,-8.0,-5.0,-25.0,2
Qatar,3,2,South Korea,0,-301.0,23.0,-34.0,-6.0,-19.0,-9.0,-70.0,1
Singapore,0,6,Argentina,0,-846.0,-120.0,-81.0,-43.0,-23.0,-15.0,-93.0,3
Cameroon,0,2,Chile,0,149.0,-72.0,-10.0,-7.0,-3.0,0.0,-6.0,3
Portugal,2,2,Mexico,0,-249.0,-46.0,-27.0,-2.0,-17.0,-8.0,-63.0,2
Australia,2,3,Germany,0,-353.0,-42.0,-93.0,-65.0,-12.0,-16.0,-94.0,3
Mexico,2,1,New Zealand,0,745.0,136.0,51.0,16.0,24.0,11.0,84.0,1
Russia,0,1,Portugal,0,-387.0,-94.0,15.0,5.0,6.0,4.0,19.0,3
Cameroon,1,1,Australia,0,28.0,-7.0,7.0,2.0,2.0,3.0,12.0,2
Germany,1,1,Chile,0,474.0,-23.0,76.0,56.0,7.0,13.0,76.0,2
New Zealand,0,4,Portugal,0,-496.0,-90.0,-24.0,-14.0,-7.0,-3.0,-21.0,3
Russia,1,2,Mexico,0,-636.0,-140.0,-12.0,3.0,-11.0,-4.0,-44.0,3
Chile,1,1,Australia,0,-121.0,65.0,17.0,9.0,5.0,3.0,18.0,2
Germany,3,1,Cameroon,0,325.0,49.0,86.0,63.0,10.0,13.0,82.0,1
Portugal,0,0,Chile,0,216.0,-37.0,-3.0,3.0,-5.0,-1.0,-14.0,2
Germany,4,1,Mexico,0,9.0,-32.0,52.0,51.0,-5.0,6.0,27.0,1
Mexico,2,1,Paraguay,0,480.0,37.0,30.0,9.0,17.0,4.0,60.0,1
United States,2,1,Ghana,0,71.0,73.0,21.0,4.0,14.0,3.0,46.0,1
Chile,0,1,Germany,0,-474.0,23.0,-76.0,-56.0,-7.0,-13.0,-76.0,3
Portugal,2,1,Mexico,0,-249.0,-46.0,-27.0,-2.0,-17.0,-8.0,-63.0,1
French Guiana,2,4,Canada,0,-406.0,-161.0,-3.0,0.0,-3.0,0.0,-5.0,3
Honduras,0,1,Costa Rica,0,-440.0,-109.0,-9.0,-5.0,-2.0,-2.0,-14.0,3
United States,1,1,Panama,0,557.0,155.0,30.0,8.0,16.0,6.0,51.0,2
Mexico,3,1,El Salvador,0,713.0,111.0,51.0,16.0,21.0,14.0,76.0,1
Costa Rica,1,1,Canada,0,220.0,33.0,15.0,5.0,5.0,5.0,23.0,2
United States,3,2,Martinique,0,674.0,222.0,33.0,8.0,19.0,6.0,62.0,1
Mexico,0,0,Jamaica,0,713.0,124.0,54.0,15.0,25.0,14.0,89.0,2
Canada,0,0,Honduras,0,220.0,76.0,-6.0,0.0,-3.0,-3.0,-9.0,2
Costa Rica,3,0,French Guiana,0,626.0,194.0,18.0,5.0,8.0,5.0,28.0,1
United States,3,0,Nicaragua,0,670.0,213.0,33.0,8.0,19.0,6.0,62.0,1
Sierra Leone,1,1,Senegal,0,-516.0,-134.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Curaçao,0,2,Mexico,0,-822.0,-189.0,-57.0,-16.0,-27.0,-14.0,-98.0,3
Costa Rica,1,0,Panama,0,495.0,118.0,15.0,5.0,5.0,5.0,17.0,1
United States,2,0,El Salvador,0,540.0,130.0,27.0,8.0,13.0,6.0,40.0,1
Jamaica,2,1,Canada,0,-258.0,-73.0,0.0,1.0,-1.0,0.0,4.0,1
Mexico,1,0,Honduras,0,675.0,127.0,48.0,16.0,21.0,11.0,84.0,1
United States,2,0,Costa Rica,0,62.0,37.0,15.0,3.0,11.0,1.0,34.0,1
Senegal,3,1,Sierra Leone,0,516.0,134.0,8.0,3.0,2.0,3.0,10.0,1
Mexico,0,1,Jamaica,0,713.0,124.0,54.0,15.0,25.0,14.0,89.0,3
Ecuador,3,1,Trinidad and Tobago,0,434.0,164.0,7.0,4.0,3.0,0.0,7.0,1
United States,2,1,Jamaica,0,540.0,143.0,30.0,7.0,17.0,6.0,53.0,1
São Tomé and Príncipe,0,2,Cameroon,0,-543.0,-129.0,-23.0,-4.0,-12.0,-7.0,-43.0,3
Burkina Faso,2,2,Ghana,0,-550.0,-131.0,-12.0,-4.0,-5.0,-3.0,-16.0,2
Egypt,1,1,Morocco,0,-370.0,-56.0,-9.0,-2.0,-4.0,-3.0,-10.0,2
Andorra,0,1,Qatar,0,-522.0,-153.0,0.0,0.0,0.0,0.0,0.0,3
Morocco,3,1,Egypt,0,370.0,56.0,9.0,2.0,4.0,3.0,10.0,1
Cameroon,2,0,São Tomé and Príncipe,0,543.0,129.0,23.0,4.0,12.0,7.0,43.0,1
Ghana,1,2,Burkina Faso,0,550.0,131.0,12.0,4.0,5.0,3.0,16.0,3
Qatar,2,1,Turkmenistan,0,546.0,181.0,0.0,0.0,0.0,0.0,0.0,1
United Arab Emirates,2,1,Saudi Arabia,0,-480.0,-93.0,-13.0,-3.0,-8.0,-2.0,-28.0,1
Belgium,9,0,Gibraltar,0,739.0,244.0,48.0,20.0,19.0,9.0,72.0,1
Brazil,2,0,Ecuador,0,371.0,-96.0,99.0,69.0,13.0,17.0,94.0,1
France,4,0,Netherlands,0,39.0,28.0,16.0,7.0,8.0,1.0,29.0,1
Japan,2,0,Australia,0,139.0,50.0,5.0,3.0,1.0,1.0,-2.0,1
South Korea,0,0,Iran,0,363.0,82.0,19.0,4.0,10.0,5.0,46.0,2
Portugal,5,1,Faroe Islands,0,568.0,123.0,30.0,14.0,10.0,6.0,35.0,1
Switzerland,3,0,Andorra,0,751.0,293.0,37.0,12.0,17.0,8.0,64.0,1
Syria,3,1,Qatar,0,-472.0,-141.0,0.0,0.0,0.0,0.0,0.0,1
Uruguay,0,0,Argentina,0,-69.0,84.0,-25.0,-19.0,-3.0,-3.0,-19.0,2
Czech Republic,1,2,Germany,0,-754.0,-133.0,-106.0,-66.0,-20.0,-20.0,-121.0,3
Denmark,4,0,Poland,0,-4.0,16.0,-14.0,-7.0,-7.0,0.0,-19.0,1
Ghana,1,1,Congo,0,554.0,125.0,12.0,4.0,5.0,3.0,16.0,2
Malta,0,4,England,0,-877.0,-102.0,-69.0,-29.0,-19.0,-21.0,-64.0,3
Mexico,1,0,Panama,0,730.0,136.0,54.0,16.0,24.0,14.0,87.0,1
Morocco,6,0,Mali,0,452.0,81.0,16.0,2.0,9.0,5.0,22.0,1
Nigeria,4,0,Cameroon,0,-377.0,-68.0,-2.0,2.0,0.0,-4.0,-13.0,1
Tunisia,2,1,DR Congo,0,504.0,122.0,12.0,2.0,6.0,4.0,11.0,1
United States,0,2,Costa Rica,0,62.0,37.0,15.0,3.0,11.0,1.0,34.0,3
Canada,2,0,Jamaica,0,258.0,73.0,0.0,-1.0,1.0,0.0,-4.0,1
Croatia,1,0,Kosovo,0,319.0,59.0,23.0,11.0,8.0,4.0,26.0,1
Senegal,0,0,Burkina Faso,0,500.0,131.0,8.0,3.0,2.0,3.0,10.0,2
Serbia,3,0,Moldova,0,249.0,42.0,9.0,2.0,7.0,0.0,17.0,1
Spain,3,0,Italy,0,309.0,39.0,-20.0,-15.0,1.0,-6.0,-5.0,1
Wales,1,0,Austria,0,435.0,200.0,-24.0,-11.0,-12.0,-1.0,-43.0,1
France,0,0,Luxembourg,0,649.0,94.0,66.0,34.0,19.0,13.0,77.0,2
Greece,1,2,Belgium,0,-593.0,-176.0,-38.0,-18.0,-13.0,-7.0,-52.0,3
Hungary,0,1,Portugal,0,-323.0,-54.0,2.0,1.0,4.0,-3.0,22.0,3
Latvia,0,3,Switzerland,0,-736.0,-287.0,-37.0,-12.0,-17.0,-8.0,-64.0,3
Netherlands,3,1,Bulgaria,0,554.0,99.0,24.0,24.0,-4.0,4.0,-5.0,1
Armenia,1,4,Denmark,0,-751.0,-226.0,-20.0,-9.0,-6.0,-5.0,-26.0,3
Cameroon,1,1,Nigeria,0,377.0,68.0,2.0,-2.0,0.0,4.0,13.0,2
England,2,1,Slovakia,0,885.0,129.0,65.0,28.0,17.0,20.0,57.0,1
Germany,6,0,Norway,0,597.0,39.0,101.0,65.0,19.0,17.0,117.0,1
Poland,3,0,Kazakhstan,0,770.0,219.0,34.0,16.0,13.0,5.0,45.0,1
Argentina,1,1,Venezuela,0,768.0,86.0,81.0,43.0,23.0,15.0,93.0,2
Australia,2,1,Thailand,0,402.0,59.0,16.0,2.0,10.0,4.0,31.0,1
Burkina Faso,2,2,Senegal,0,-500.0,-131.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Colombia,1,1,Brazil,0,-637.0,-40.0,-87.0,-64.0,-8.0,-15.0,-75.0,2
Congo,1,5,Ghana,0,-554.0,-125.0,-12.0,-4.0,-5.0,-3.0,-16.0,3
DR Congo,2,2,Tunisia,0,-504.0,-122.0,-12.0,-2.0,-6.0,-4.0,-11.0,2
Costa Rica,1,1,Mexico,0,-235.0,-18.0,-39.0,-11.0,-19.0,-9.0,-70.0,2
Ecuador,0,2,Peru,0,247.0,89.0,-8.0,-1.0,-5.0,-2.0,-22.0,3
Honduras,1,1,United States,0,-502.0,-146.0,-24.0,-8.0,-13.0,-3.0,-48.0,2
Iran,2,2,Syria,0,410.0,36.0,15.0,2.0,9.0,4.0,24.0,2
Republic of Ireland,0,1,Serbia,0,-23.0,32.0,4.0,0.0,-4.0,8.0,-7.0,3
